"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","POP","TOT","AGRWTH","A","1988",0.6481,
"NLD","POP","TOT","AGRWTH","A","1989",0.6017,
"NLD","POP","TOT","AGRWTH","A","1990",0.6909,
"NLD","POP","TOT","AGRWTH","A","1991",0.7911,
"NLD","POP","TOT","AGRWTH","A","1992",0.7588,
"NLD","POP","TOT","AGRWTH","A","1993",0.6994,
"NLD","POP","TOT","AGRWTH","A","1994",0.6047,
"NLD","POP","TOT","AGRWTH","A","1995",0.4951,
"NLD","POP","TOT","AGRWTH","A","1996",0.4624,
"NLD","POP","TOT","AGRWTH","A","1997",0.516,
"NLD","POP","TOT","AGRWTH","A","1998",0.6185,
"NLD","POP","TOT","AGRWTH","A","1999",0.6677,
"NLD","POP","TOT","AGRWTH","A","2000",0.7172,
"NLD","POP","TOT","AGRWTH","A","2001",0.7577,
"NLD","POP","TOT","AGRWTH","A","2002",0.6402,
"NLD","POP","TOT","AGRWTH","A","2003",0.4729,
"NLD","POP","TOT","AGRWTH","A","2004",0.348,
"NLD","POP","TOT","AGRWTH","A","2005",0.2339,
"NLD","POP","TOT","AGRWTH","A","2006",0.1606,
"NLD","POP","TOT","AGRWTH","A","2007",0.2177,
"NLD","POP","TOT","AGRWTH","A","2008",0.39,
"NLD","POP","TOT","AGRWTH","A","2009",0.5156,
"NLD","POP","TOT","AGRWTH","A","2010",0.5142,
"NLD","POP","TOT","AGRWTH","A","2011",0.4675,
"NLD","POP","TOT","AGRWTH","A","2012",0.3707,
"NLD","POP","TOT","AGRWTH","A","2013",0.2952,
"NLD","POP","TOT","AGRWTH","A","2014",0.3604,
"NLD","POP","TOT","AGRWTH","A","2015",0.4442,
"NLD","POP","TOT","AGRWTH","A","2016",0.5335,
"NLD","POP","TOT","AGRWTH","A","2017",0.5929,
"NLD","POP","TOT","AGRWTH","A","2018",0.5856,
"NZL","POP","TOT","AGRWTH","A","1960",1.873,
"NZL","POP","TOT","AGRWTH","A","1961",2.1291,
"NZL","POP","TOT","AGRWTH","A","1962",2.3084,
"NZL","POP","TOT","AGRWTH","A","1963",2.1251,
"NZL","POP","TOT","AGRWTH","A","1964",1.989,
"NZL","POP","TOT","AGRWTH","A","1965",1.8686,
"NZL","POP","TOT","AGRWTH","A","1966",1.7868,
"NZL","POP","TOT","AGRWTH","A","1967",1.5082,
"NZL","POP","TOT","AGRWTH","A","1968",1.1278,
"NZL","POP","TOT","AGRWTH","A","1969",1.071,
"NZL","POP","TOT","AGRWTH","A","1970",1.4196,
"NZL","POP","TOT","AGRWTH","A","1971",1.672,
"NZL","POP","TOT","AGRWTH","A","1972",1.8721,
"NZL","POP","TOT","AGRWTH","A","1973",2.1576,
"NZL","POP","TOT","AGRWTH","A","1974",2.2089,
"NZL","POP","TOT","AGRWTH","A","1975",1.9398,
"NZL","POP","TOT","AGRWTH","A","1976",1.1472,
"NZL","POP","TOT","AGRWTH","A","1977",0.3581,
"NZL","POP","TOT","AGRWTH","A","1978",0.0276,
"NZL","POP","TOT","AGRWTH","A","1979",-0.034,
"NZL","POP","TOT","AGRWTH","A","1980",0.1777,
"NZL","POP","TOT","AGRWTH","A","1981",0.4799,
"NZL","POP","TOT","AGRWTH","A","1982",0.7906,
"NZL","POP","TOT","AGRWTH","A","1983",1.094,
"NZL","POP","TOT","AGRWTH","A","1984",1.0191,
"NZL","POP","TOT","AGRWTH","A","1985",0.5855,
"NZL","POP","TOT","AGRWTH","A","1986",0.311,
"NZL","POP","TOT","AGRWTH","A","1987",0.5886,
"NZL","POP","TOT","AGRWTH","A","1988",0.4776,
"NZL","POP","TOT","AGRWTH","A","1989",0.4143,
"NZL","POP","TOT","AGRWTH","A","1990",0.9694,
"NZL","POP","TOT","AGRWTH","A","1991",3.0977,
"NZL","POP","TOT","AGRWTH","A","1992",1.0471,
"NZL","POP","TOT","AGRWTH","A","1993",1.1467,
"NZL","POP","TOT","AGRWTH","A","1994",1.3409,
"NZL","POP","TOT","AGRWTH","A","1995",1.4723,
"NZL","POP","TOT","AGRWTH","A","1996",1.5952,
"NZL","POP","TOT","AGRWTH","A","1997",1.321,
"NZL","POP","TOT","AGRWTH","A","1998",0.8912,
"NZL","POP","TOT","AGRWTH","A","1999",0.5268,
"NZL","POP","TOT","AGRWTH","A","2000",0.5892,
"NZL","POP","TOT","AGRWTH","A","2001",0.591,
"NZL","POP","TOT","AGRWTH","A","2002",1.7523,
"NZL","POP","TOT","AGRWTH","A","2003",1.9931,
"NZL","POP","TOT","AGRWTH","A","2004",1.4973,
"NZL","POP","TOT","AGRWTH","A","2005",1.1351,
"NZL","POP","TOT","AGRWTH","A","2006",1.2264,
"NZL","POP","TOT","AGRWTH","A","2007",0.9367,
"NZL","POP","TOT","AGRWTH","A","2008",0.8523,
"NZL","POP","TOT","AGRWTH","A","2009",1.0047,
"NZL","POP","TOT","AGRWTH","A","2010",1.1179,
"NZL","POP","TOT","AGRWTH","A","2011",0.7653,
"NZL","POP","TOT","AGRWTH","A","2012",0.5497,
"NZL","POP","TOT","AGRWTH","A","2013",0.7713,
"NZL","POP","TOT","AGRWTH","A","2014",1.5218,
"NZL","POP","TOT","AGRWTH","A","2015",1.907,
"NZL","POP","TOT","AGRWTH","A","2016",2.1215,
"NZL","POP","TOT","AGRWTH","A","2017",2.1456,
"NZL","POP","TOT","AGRWTH","A","2018",1.9107,
"NOR","POP","TOT","AGRWTH","A","1960",0.799,
"NOR","POP","TOT","AGRWTH","A","1961",0.7974,
"NOR","POP","TOT","AGRWTH","A","1962",0.8066,
"NOR","POP","TOT","AGRWTH","A","1963",0.7589,
"NOR","POP","TOT","AGRWTH","A","1964",0.7582,
"NOR","POP","TOT","AGRWTH","A","1965",0.7804,
"NOR","POP","TOT","AGRWTH","A","1966",0.8014,
"NOR","POP","TOT","AGRWTH","A","1967",0.8398,
"NOR","POP","TOT","AGRWTH","A","1968",0.8443,
"NOR","POP","TOT","AGRWTH","A","1969",0.818,
"NOR","POP","TOT","AGRWTH","A","1970",0.7289,
"NOR","POP","TOT","AGRWTH","A","1971",0.7037,
"NOR","POP","TOT","AGRWTH","A","1972",0.7677,
"NOR","POP","TOT","AGRWTH","A","1973",0.702,
"NOR","POP","TOT","AGRWTH","A","1974",0.6223,
"NOR","POP","TOT","AGRWTH","A","1975",0.5534,
"NOR","POP","TOT","AGRWTH","A","1976",0.4699,
"NOR","POP","TOT","AGRWTH","A","1977",0.4235,
"NOR","POP","TOT","AGRWTH","A","1978",0.3826,
"NOR","POP","TOT","AGRWTH","A","1979",0.3409,
"NOR","POP","TOT","AGRWTH","A","1980",0.3218,
"NOR","POP","TOT","AGRWTH","A","1981",0.3446,
"NOR","POP","TOT","AGRWTH","A","1982",0.3679,
"NOR","POP","TOT","AGRWTH","A","1983",0.3316,
"NOR","POP","TOT","AGRWTH","A","1984",0.2825,
"NOR","POP","TOT","AGRWTH","A","1985",0.2999,
"NOR","POP","TOT","AGRWTH","A","1986",0.3573,
"NOR","POP","TOT","AGRWTH","A","1987",0.469,
"NOR","POP","TOT","AGRWTH","A","1988",0.5393,
"NOR","POP","TOT","AGRWTH","A","1989",0.4138,
"NOR","POP","TOT","AGRWTH","A","1990",0.3446,
"NOR","POP","TOT","AGRWTH","A","1991",0.4777,
"NOR","POP","TOT","AGRWTH","A","1992",0.5786,
"NOR","POP","TOT","AGRWTH","A","1993",0.5969,
"NOR","POP","TOT","AGRWTH","A","1994",0.5711,
"NOR","POP","TOT","AGRWTH","A","1995",0.5205,
"NOR","POP","TOT","AGRWTH","A","1996",0.5081,
"NOR","POP","TOT","AGRWTH","A","1997",0.5436,
"NOR","POP","TOT","AGRWTH","A","1998",0.5971,
"NOR","POP","TOT","AGRWTH","A","1999",0.6871,
"NOR","POP","TOT","AGRWTH","A","2000",0.6512,
"NOR","POP","TOT","AGRWTH","A","2001",0.5071,
"NOR","POP","TOT","AGRWTH","A","2002",0.5407,
"NOR","POP","TOT","AGRWTH","A","2003",0.5883,
"NOR","POP","TOT","AGRWTH","A","2004",0.5926,
"NOR","POP","TOT","AGRWTH","A","2005",0.6834,
"NOR","POP","TOT","AGRWTH","A","2006",0.8085,
"NOR","POP","TOT","AGRWTH","A","2007",1.0402,
"NOR","POP","TOT","AGRWTH","A","2008",1.2541,
"NOR","POP","TOT","AGRWTH","A","2009",1.2688,
"NOR","POP","TOT","AGRWTH","A","2010",1.2536,
"NOR","POP","TOT","AGRWTH","A","2011",1.3056,
"NOR","POP","TOT","AGRWTH","A","2012",1.3221,
"NOR","POP","TOT","AGRWTH","A","2013",1.2273,
"NOR","POP","TOT","AGRWTH","A","2014",1.127,
"NOR","POP","TOT","AGRWTH","A","2015",1.0213,
"NOR","POP","TOT","AGRWTH","A","2016",0.8912,
"NOR","POP","TOT","AGRWTH","A","2017",0.7794,
"NOR","POP","TOT","AGRWTH","A","2018",0.6623,
"POL","POP","TOT","AGRWTH","A","1960",0.7608,
"POL","POP","TOT","AGRWTH","A","1961",1.9029,
"POL","POP","TOT","AGRWTH","A","1962",1.1967,
"POL","POP","TOT","AGRWTH","A","1963",1.2102,
"POL","POP","TOT","AGRWTH","A","1964",1.5323,
"POL","POP","TOT","AGRWTH","A","1965",1.074,
"POL","POP","TOT","AGRWTH","A","1966",0.6416,
"POL","POP","TOT","AGRWTH","A","1967",0.7757,
"POL","POP","TOT","AGRWTH","A","1968",1.1297,
"POL","POP","TOT","AGRWTH","A","1969",0.7748,
"POL","POP","TOT","AGRWTH","A","1970",0.2677,
"POL","POP","TOT","AGRWTH","A","1971",0.3281,
"POL","POP","TOT","AGRWTH","A","1972",0.9728,
"POL","POP","TOT","AGRWTH","A","1973",0.8911,
"POL","POP","TOT","AGRWTH","A","1974",0.984,
"POL","POP","TOT","AGRWTH","A","1975",0.9828,
"POL","POP","TOT","AGRWTH","A","1976",0.9993,
"POL","POP","TOT","AGRWTH","A","1977",0.9761,
"POL","POP","TOT","AGRWTH","A","1978",0.9,
"POL","POP","TOT","AGRWTH","A","1979",0.7048,
"POL","POP","TOT","AGRWTH","A","1980",0.9115,
"POL","POP","TOT","AGRWTH","A","1981",0.9105,
"POL","POP","TOT","AGRWTH","A","1982",0.9064,
"POL","POP","TOT","AGRWTH","A","1983",0.9496,
"POL","POP","TOT","AGRWTH","A","1984",0.9354,
"POL","POP","TOT","AGRWTH","A","1985",0.7841,
"POL","POP","TOT","AGRWTH","A","1986",0.6792,
"POL","POP","TOT","AGRWTH","A","1987",0.5555,
"POL","POP","TOT","AGRWTH","A","1988",0.5265,
"POL","POP","TOT","AGRWTH","A","1989",0.266,
"POL","POP","TOT","AGRWTH","A","1990",0.1783,
"POL","POP","TOT","AGRWTH","A","1991",0.205,
"POL","POP","TOT","AGRWTH","A","1992",0.1705,
"POL","POP","TOT","AGRWTH","A","1993",0.1244,
"POL","POP","TOT","AGRWTH","A","1994",0.0811,
"POL","POP","TOT","AGRWTH","A","1995",0.0588,
"POL","POP","TOT","AGRWTH","A","1996",0.0378,
"POL","POP","TOT","AGRWTH","A","1997",0.0078,
"POL","POP","TOT","AGRWTH","A","1998",-0.022,
"POL","POP","TOT","AGRWTH","A","1999",-0.035,
"POL","POP","TOT","AGRWTH","A","2000",-0.03,
"POL","POP","TOT","AGRWTH","A","2001",-0.027,
"POL","POP","TOT","AGRWTH","A","2002",-0.041,
"POL","POP","TOT","AGRWTH","A","2003",-0.097,
"POL","POP","TOT","AGRWTH","A","2004",-0.039,
"POL","POP","TOT","AGRWTH","A","2005",-0.049,
"POL","POP","TOT","AGRWTH","A","2006",-0.076,
"POL","POP","TOT","AGRWTH","A","2007",-0.042,
"POL","POP","TOT","AGRWTH","A","2008",0,
"POL","POP","TOT","AGRWTH","A","2009",0.0983,
"POL","POP","TOT","AGRWTH","A","2010",0.9522,
"POL","POP","TOT","AGRWTH","A","2011",0.0233,
"POL","POP","TOT","AGRWTH","A","2012",0.021,
"POL","POP","TOT","AGRWTH","A","2013",-0.081,
"POL","POP","TOT","AGRWTH","A","2014",-0.047,
"POL","POP","TOT","AGRWTH","A","2015",-0.076,
"POL","POP","TOT","AGRWTH","A","2016",-0.072,
"POL","POP","TOT","AGRWTH","A","2017",-0.011,
"POL","POP","TOT","AGRWTH","A","2018",-0.023,
"PRT","POP","TOT","AGRWTH","A","1960",0.6461,
"PRT","POP","TOT","AGRWTH","A","1961",0.8083,
"PRT","POP","TOT","AGRWTH","A","1962",0.7242,
"PRT","POP","TOT","AGRWTH","A","1963",0.4043,
"PRT","POP","TOT","AGRWTH","A","1964",0.0554,
"PRT","POP","TOT","AGRWTH","A","1965",-0.406,
"PRT","POP","TOT","AGRWTH","A","1966",-0.751,
"PRT","POP","TOT","AGRWTH","A","1967",-0.632,
"PRT","POP","TOT","AGRWTH","A","1968",-0.426,
"PRT","POP","TOT","AGRWTH","A","1969",-0.893,
"PRT","POP","TOT","AGRWTH","A","1970",-0.882,
"PRT","POP","TOT","AGRWTH","A","1971",-0.422,
"PRT","POP","TOT","AGRWTH","A","1972",-0.154,
"PRT","POP","TOT","AGRWTH","A","1973",0.0309,
"PRT","POP","TOT","AGRWTH","A","1974",1.4046,
"PRT","POP","TOT","AGRWTH","A","1975",3.8735,
"PRT","POP","TOT","AGRWTH","A","1976",2.8849,
"PRT","POP","TOT","AGRWTH","A","1977",1.0673,
"PRT","POP","TOT","AGRWTH","A","1978",1.0847,
"PRT","POP","TOT","AGRWTH","A","1979",1.0777,
"PRT","POP","TOT","AGRWTH","A","1980",1.0869,
"PRT","POP","TOT","AGRWTH","A","1981",0.8708,
"PRT","POP","TOT","AGRWTH","A","1982",0.6135,
"PRT","POP","TOT","AGRWTH","A","1983",0.465,
"PRT","POP","TOT","AGRWTH","A","1984",0.3852,
"PRT","POP","TOT","AGRWTH","A","1985",0.2739,
"PRT","POP","TOT","AGRWTH","A","1986",0.0909,
"PRT","POP","TOT","AGRWTH","A","1987",-0.026,
"PRT","POP","TOT","AGRWTH","A","1988",-0.103,
"PRT","POP","TOT","AGRWTH","A","1989",-0.145,
"PRT","POP","TOT","AGRWTH","A","1990",-0.217,
"PRT","POP","TOT","AGRWTH","A","1991",-0.23,
"PRT","POP","TOT","AGRWTH","A","1992",-0.077,
"PRT","POP","TOT","AGRWTH","A","1993",0.1223,
"PRT","POP","TOT","AGRWTH","A","1994",0.2694,
"PRT","POP","TOT","AGRWTH","A","1995",0.3468,
"PRT","POP","TOT","AGRWTH","A","1996",0.3766,
"PRT","POP","TOT","AGRWTH","A","1997",0.4474,
"PRT","POP","TOT","AGRWTH","A","1998",0.5066,
"PRT","POP","TOT","AGRWTH","A","1999",0.5672,
"PRT","POP","TOT","AGRWTH","A","2000",0.7053,
"PRT","POP","TOT","AGRWTH","A","2001",0.7077,
"PRT","POP","TOT","AGRWTH","A","2002",0.5491,
"PRT","POP","TOT","AGRWTH","A","2003",0.3761,
"PRT","POP","TOT","AGRWTH","A","2004",0.2394,
"PRT","POP","TOT","AGRWTH","A","2005",0.1857,
"PRT","POP","TOT","AGRWTH","A","2006",0.1804,
"PRT","POP","TOT","AGRWTH","A","2007",0.1964,
"PRT","POP","TOT","AGRWTH","A","2008",0.1442,
"PRT","POP","TOT","AGRWTH","A","2009",0.0953,
"PRT","POP","TOT","AGRWTH","A","2010",0.0459,
"PRT","POP","TOT","AGRWTH","A","2011",-0.146,
"PRT","POP","TOT","AGRWTH","A","2012",-0.404,
"PRT","POP","TOT","AGRWTH","A","2013",-0.547,
"PRT","POP","TOT","AGRWTH","A","2014",-0.537,
"PRT","POP","TOT","AGRWTH","A","2015",-0.413,
"PRT","POP","TOT","AGRWTH","A","2016",-0.314,
"PRT","POP","TOT","AGRWTH","A","2017",-0.243,
"PRT","POP","TOT","AGRWTH","A","2018",-0.159,
"SVK","POP","TOT","AGRWTH","A","1960",1.2222,
"SVK","POP","TOT","AGRWTH","A","1961",4.9497,
"SVK","POP","TOT","AGRWTH","A","1962",1.0992,
"SVK","POP","TOT","AGRWTH","A","1963",1.0573,
"SVK","POP","TOT","AGRWTH","A","1964",1.0526,
"SVK","POP","TOT","AGRWTH","A","1965",1.0546,
"SVK","POP","TOT","AGRWTH","A","1966",0.9204,
"SVK","POP","TOT","AGRWTH","A","1967",0.8388,
"SVK","POP","TOT","AGRWTH","A","1968",0.7363,
"SVK","POP","TOT","AGRWTH","A","1969",0.7832,
"SVK","POP","TOT","AGRWTH","A","1970",0.2143,
"SVK","POP","TOT","AGRWTH","A","1971",0.6819,
"SVK","POP","TOT","AGRWTH","A","1972",0.8112,
"SVK","POP","TOT","AGRWTH","A","1973",0.9647,
"SVK","POP","TOT","AGRWTH","A","1974",1.0847,
"SVK","POP","TOT","AGRWTH","A","1975",1.0293,
"SVK","POP","TOT","AGRWTH","A","1976",1.0581,
"SVK","POP","TOT","AGRWTH","A","1977",1.0725,
"SVK","POP","TOT","AGRWTH","A","1978",1.0505,
"SVK","POP","TOT","AGRWTH","A","1979",0.9925,
"SVK","POP","TOT","AGRWTH","A","1980",0.8928,
"SVK","POP","TOT","AGRWTH","A","1981",0.656,
"SVK","POP","TOT","AGRWTH","A","1982",0.7521,
"SVK","POP","TOT","AGRWTH","A","1983",0.7273,
"SVK","POP","TOT","AGRWTH","A","1984",0.7106,
"SVK","POP","TOT","AGRWTH","A","1985",0.6644,
"SVK","POP","TOT","AGRWTH","A","1986",0.6005,
"SVK","POP","TOT","AGRWTH","A","1987",0.5935,
"SVK","POP","TOT","AGRWTH","A","1988",0.5266,
"SVK","POP","TOT","AGRWTH","A","1989",0.4773,
"SVK","POP","TOT","AGRWTH","A","1990",0.4091,
"SVK","POP","TOT","AGRWTH","A","1991",-0.271,
"SVK","POP","TOT","AGRWTH","A","1992",0.4378,
"SVK","POP","TOT","AGRWTH","A","1993",0.3409,
"SVK","POP","TOT","AGRWTH","A","1994",0.4278,
"SVK","POP","TOT","AGRWTH","A","1995",0.3041,
"SVK","POP","TOT","AGRWTH","A","1996",0.1886,
"SVK","POP","TOT","AGRWTH","A","1997",0.1756,
"SVK","POP","TOT","AGRWTH","A","1998",0.1417,
"SVK","POP","TOT","AGRWTH","A","1999",0.0826,
"SVK","POP","TOT","AGRWTH","A","2000",0.0992,
"SVK","POP","TOT","AGRWTH","A","2001",-0.386,
"SVK","POP","TOT","AGRWTH","A","2002",-0.018,
"SVK","POP","TOT","AGRWTH","A","2003",0.0026,
"SVK","POP","TOT","AGRWTH","A","2004",0.0673,
"SVK","POP","TOT","AGRWTH","A","2005",0.0875,
"SVK","POP","TOT","AGRWTH","A","2006",0.0723,
"SVK","POP","TOT","AGRWTH","A","2007",0.122,
"SVK","POP","TOT","AGRWTH","A","2008",0.1705,
"SVK","POP","TOT","AGRWTH","A","2009",0.2108,
"SVK","POP","TOT","AGRWTH","A","2010",0.2334,
"SVK","POP","TOT","AGRWTH","A","2011",-0.6,
"SVK","POP","TOT","AGRWTH","A","2012",0.1703,
"SVK","POP","TOT","AGRWTH","A","2013",0.1075,
"SVK","POP","TOT","AGRWTH","A","2014",0.0971,
"SVK","POP","TOT","AGRWTH","A","2015",0.095,
"SVK","POP","TOT","AGRWTH","A","2016",0.129,
"SVK","POP","TOT","AGRWTH","A","2017",0.1552,
"SVK","POP","TOT","AGRWTH","A","2018",0.1386,
"ESP","POP","TOT","AGRWTH","A","1960",1.0153,
"ESP","POP","TOT","AGRWTH","A","1961",1.0768,
"ESP","POP","TOT","AGRWTH","A","1962",0.6677,
"ESP","POP","TOT","AGRWTH","A","1963",0.8809,
"ESP","POP","TOT","AGRWTH","A","1964",0.9986,
"ESP","POP","TOT","AGRWTH","A","1965",1.0917,
"ESP","POP","TOT","AGRWTH","A","1966",1.0292,
"ESP","POP","TOT","AGRWTH","A","1967",1.2382,
"ESP","POP","TOT","AGRWTH","A","1968",1.3162,
"ESP","POP","TOT","AGRWTH","A","1969",0.9902,
"ESP","POP","TOT","AGRWTH","A","1970",0.9322,
"ESP","POP","TOT","AGRWTH","A","1971",1.373,
"ESP","POP","TOT","AGRWTH","A","1972",1.0388,
"ESP","POP","TOT","AGRWTH","A","1973",1.0117,
"ESP","POP","TOT","AGRWTH","A","1974",1.0482,
"ESP","POP","TOT","AGRWTH","A","1975",1.1339,
"ESP","POP","TOT","AGRWTH","A","1976",1.2057,
"ESP","POP","TOT","AGRWTH","A","1977",1.2342,
"ESP","POP","TOT","AGRWTH","A","1978",1.1148,
"ESP","POP","TOT","AGRWTH","A","1979",0.8588,
"ESP","POP","TOT","AGRWTH","A","1980",0.638,
"ESP","POP","TOT","AGRWTH","A","1981",0.633,
"ESP","POP","TOT","AGRWTH","A","1982",0.5895,
"ESP","POP","TOT","AGRWTH","A","1983",0.4558,
"ESP","POP","TOT","AGRWTH","A","1984",0.4323,
"ESP","POP","TOT","AGRWTH","A","1985",0.3699,
"ESP","POP","TOT","AGRWTH","A","1986",0.2727,
"ESP","POP","TOT","AGRWTH","A","1987",0.2861,
"ESP","POP","TOT","AGRWTH","A","1988",0.2119,
"ESP","POP","TOT","AGRWTH","A","1989",0.1472,
"ESP","POP","TOT","AGRWTH","A","1990",0.1016,
"ESP","POP","TOT","AGRWTH","A","1991",0.2079,
"ESP","POP","TOT","AGRWTH","A","1992",0.5298,
"ESP","POP","TOT","AGRWTH","A","1993",0.5316,
"ESP","POP","TOT","AGRWTH","A","1994",0.486,
"ESP","POP","TOT","AGRWTH","A","1995",0.4337,
"ESP","POP","TOT","AGRWTH","A","1996",0.4163,
"ESP","POP","TOT","AGRWTH","A","1997",0.4155,
"ESP","POP","TOT","AGRWTH","A","1998",0.4097,
"ESP","POP","TOT","AGRWTH","A","1999",0.3869,
"ESP","POP","TOT","AGRWTH","A","2000",0.4575,
"ESP","POP","TOT","AGRWTH","A","2001",0.5219,
"ESP","POP","TOT","AGRWTH","A","2002",1.6127,
"ESP","POP","TOT","AGRWTH","A","2003",1.8653,
"ESP","POP","TOT","AGRWTH","A","2004",1.571,
"ESP","POP","TOT","AGRWTH","A","2005",1.8746,
"ESP","POP","TOT","AGRWTH","A","2006",1.5984,
"ESP","POP","TOT","AGRWTH","A","2007",1.9735,
"ESP","POP","TOT","AGRWTH","A","2008",1.6517,
"ESP","POP","TOT","AGRWTH","A","2009",0.8359,
"ESP","POP","TOT","AGRWTH","A","2010",0.4204,
"ESP","POP","TOT","AGRWTH","A","2011",0.3732,
"ESP","POP","TOT","AGRWTH","A","2012",0.0645,
"ESP","POP","TOT","AGRWTH","A","2013",-0.37,
"ESP","POP","TOT","AGRWTH","A","2014",-0.296,
"ESP","POP","TOT","AGRWTH","A","2015",-0.096,
"ESP","POP","TOT","AGRWTH","A","2016",0.0855,
"ESP","POP","TOT","AGRWTH","A","2017",0.1786,
"ESP","POP","TOT","AGRWTH","A","2018",0.4301,
"SWE","POP","TOT","AGRWTH","A","1960",0.4152,
"SWE","POP","TOT","AGRWTH","A","1961",0.4722,
"SWE","POP","TOT","AGRWTH","A","1962",0.5529,
"SWE","POP","TOT","AGRWTH","A","1963",0.5652,
"SWE","POP","TOT","AGRWTH","A","1964",0.7499,
"SWE","POP","TOT","AGRWTH","A","1965",0.9463,
"SWE","POP","TOT","AGRWTH","A","1966",0.956,
"SWE","POP","TOT","AGRWTH","A","1967",0.7703,
"SWE","POP","TOT","AGRWTH","A","1968",0.5597,
"SWE","POP","TOT","AGRWTH","A","1969",0.7046,
"SWE","POP","TOT","AGRWTH","A","1970",0.9409,
"SWE","POP","TOT","AGRWTH","A","1971",0.6893,
"SWE","POP","TOT","AGRWTH","A","1972",0.2964,
"SWE","POP","TOT","AGRWTH","A","1973",0.18,
"SWE","POP","TOT","AGRWTH","A","1974",0.2922,
"SWE","POP","TOT","AGRWTH","A","1975",0.3921,
"SWE","POP","TOT","AGRWTH","A","1976",0.363,
"SWE","POP","TOT","AGRWTH","A","1977",0.3568,
"SWE","POP","TOT","AGRWTH","A","1978",0.2923,
"SWE","POP","TOT","AGRWTH","A","1979",0.2169,
"SWE","POP","TOT","AGRWTH","A","1980",0.2019,
"SWE","POP","TOT","AGRWTH","A","1981",0.1203,
"SWE","POP","TOT","AGRWTH","A","1982",0.0574,
"SWE","POP","TOT","AGRWTH","A","1983",0.0452,
"SWE","POP","TOT","AGRWTH","A","1984",0.0908,
"SWE","POP","TOT","AGRWTH","A","1985",0.1653,
"SWE","POP","TOT","AGRWTH","A","1986",0.2328,
"SWE","POP","TOT","AGRWTH","A","1987",0.3342,
"SWE","POP","TOT","AGRWTH","A","1988",0.4606,
"SWE","POP","TOT","AGRWTH","A","1989",0.6694,
"SWE","POP","TOT","AGRWTH","A","1990",0.7756,
"SWE","POP","TOT","AGRWTH","A","1991",0.6839,
"SWE","POP","TOT","AGRWTH","A","1992",0.5882,
"SWE","POP","TOT","AGRWTH","A","1993",0.5825,
"SWE","POP","TOT","AGRWTH","A","1994",0.7132,
"SWE","POP","TOT","AGRWTH","A","1995",0.5261,
"SWE","POP","TOT","AGRWTH","A","1996",0.1592,
"SWE","POP","TOT","AGRWTH","A","1997",0.0572,
"SWE","POP","TOT","AGRWTH","A","1998",0.0555,
"SWE","POP","TOT","AGRWTH","A","1999",0.078,
"SWE","POP","TOT","AGRWTH","A","2000",0.1606,
"SWE","POP","TOT","AGRWTH","A","2001",0.2688,
"SWE","POP","TOT","AGRWTH","A","2002",0.3259,
"SWE","POP","TOT","AGRWTH","A","2003",0.3728,
"SWE","POP","TOT","AGRWTH","A","2004",0.394,
"SWE","POP","TOT","AGRWTH","A","2005",0.4006,
"SWE","POP","TOT","AGRWTH","A","2006",0.5641,
"SWE","POP","TOT","AGRWTH","A","2007",0.7443,
"SWE","POP","TOT","AGRWTH","A","2008",0.782,
"SWE","POP","TOT","AGRWTH","A","2009",0.8554,
"SWE","POP","TOT","AGRWTH","A","2010",0.8562,
"SWE","POP","TOT","AGRWTH","A","2011",0.7579,
"SWE","POP","TOT","AGRWTH","A","2012",0.7425,
"SWE","POP","TOT","AGRWTH","A","2013",0.8508,
"SWE","POP","TOT","AGRWTH","A","2014",0.9971,
"SWE","POP","TOT","AGRWTH","A","2015",1.063,
"SWE","POP","TOT","AGRWTH","A","2016",1.2644,
"SWE","POP","TOT","AGRWTH","A","2017",1.3565,
"SWE","POP","TOT","AGRWTH","A","2018",1.1684,
"CHE","POP","TOT","AGRWTH","A","1960",1.2365,
"CHE","POP","TOT","AGRWTH","A","1961",1.9974,
"CHE","POP","TOT","AGRWTH","A","1962",2.5674,
"CHE","POP","TOT","AGRWTH","A","1963",2.1606,
"CHE","POP","TOT","AGRWTH","A","1964",1.668,
"CHE","POP","TOT","AGRWTH","A","1965",1.1615,
"CHE","POP","TOT","AGRWTH","A","1966",1.0506,
"CHE","POP","TOT","AGRWTH","A","1967",1.2467,
"CHE","POP","TOT","AGRWTH","A","1968",1.2672,
"CHE","POP","TOT","AGRWTH","A","1969",1.1317,
"CHE","POP","TOT","AGRWTH","A","1970",0.7251,
"CHE","POP","TOT","AGRWTH","A","1971",0.5261,
"CHE","POP","TOT","AGRWTH","A","1972",0.7652,
"CHE","POP","TOT","AGRWTH","A","1973",0.7409,
"CHE","POP","TOT","AGRWTH","A","1974",0.5399,
"CHE","POP","TOT","AGRWTH","A","1975",-0.043,
"CHE","POP","TOT","AGRWTH","A","1976",-0.569,
"CHE","POP","TOT","AGRWTH","A","1977",-0.338,
"CHE","POP","TOT","AGRWTH","A","1978",0.0089,
"CHE","POP","TOT","AGRWTH","A","1979",0.201,
"CHE","POP","TOT","AGRWTH","A","1980",0.3978,
"CHE","POP","TOT","AGRWTH","A","1981",0.5485,
"CHE","POP","TOT","AGRWTH","A","1982",0.586,
"CHE","POP","TOT","AGRWTH","A","1983",0.4297,
